158,156.950,-15557.00,-18.966,6.4559E-06,2,295.13,4.65E-02,736,1.34E+06,158
159,92.252,-8349.00,-10.274,5.9252E-06,2,229.8,1.45E+00,617,3.16E+06,159
160,87.829,-6996.40,-9.8802,7.2099E-06,2,182.57,1.83E-01,540,2.72E+06,160
161,120.470,-13106.00,-13.31,5.8384E-18,6,265.83,4.34E-02,677.3,3.04E+06,161
162,147.410,-13466.00,-17.353,1.1284E-17,6,239,1.95E-02,632.3,3.01E+06,162
163,124.230,-11637.00,-14.148,6.9486E-17,6,230.00,3.68E-02,608,3.00E+06,163
164,78.46,-8077.20,-7.9062,8.0521E-18,6,234.15,2.30E+00,607,2.92E+06,164
165,75.49,-7896.50,-7.5047,8.9130E-18,6,238.15,3.54E+00,611.40,2.95E+06,165
166,65.922,-6189.00,-6.3629,2.0091E-17,6,154.12,1.86E-03,537,2.92E+06,166
167,79.858,-8501.80,-8.1043,8.1501E-18,6,229.9,3.05E-01,645,2.77E+06,167
168,59.083,-6031.80,-5.3072,1.4357E-17,6,192.22,8.15E-01,547,3.21E+06,168
169,156.060,-15015.00,-18.941,6.8172E-06,2,291.31,9.23E-02,723.0,1.41E+06,169
170,81.507,-7776.80,-8.4516,1.5143E-17,6,217,1.25E+00,591.0,3.46E+06,170
171,104.650,-6995.50,-12.702,1.2381E-05,2,177.83,9.02E-01,508,3.05E+06,171
172,114.05,-12332.00,-12.45,5.6253E-18,6,269.25,2.43E-01,660,3.28E+06,172
173,135.42,-12288.00,-15.732,1.2701E-17,6,228.55,2.25E-02,611.30,3.44E+06,173
174,109.420,-10449.00,-12.051,2.6122E-46,16,223.00,7.44E-02,585,3.30E+06,174
175,107.440,-8528.60,-12.679,8.4606E-06,2,217.4,1.45E+00,588,3.29E+06,175
176,73.155,-7242.90,-7.2569,1.2741E-17,6,217.50,2.22E+00,583,3.32E+06,176
177,51.024,-4986.40,-4.2463,1.6768E-17,6,133.39,7.96E-04,504.0,3.21E+06,177
178,47.091,-5104.00,-3.6371,5.1621E-04,1,170,2.20E-01,544.0,3.54E+06,178
179,68.467,-7390.50,-6.5456,7.7611E-18,6,192.62,1.31E-02,623,3.08E+06,179
180,133.20,-7492.90,-18.405,2.2062E-02,1,141.25,3.92E-04,516,3.64E+06,180
181,123.71,-7639.00,-16.451,1.6495E-02,1,183.65,5.40E-01,549.00,3.53E+06,181
182,76.858,-7245.20,-8.22,6.1557E-03,1,274.69,4.08E+02,653,1.47E+07,182
183,12.690,-94.90,1.1125,3.2915E-04,2,14.0,7.21E+03,33,1.32E+06,183
184,29.315,-8036.70,-1.1354,2.3806E-18,6,185.15,2.95E+04,363.15,8.46E+06,184
185,104.27,-12376.00,-15.047,3.1340E-02,1,158.97,1.35E+04,324.65,8.36E+06,185
186,36.75,-3927.10,-2.1245,3.8948E-17,6,259.83,1.87E+04,456.65,5.35E+06,186
187,59.544,-4143.80,-6.1764,1.4161E-05,2,189.79,3.37E+02,461.15,6.49E+06,187
188,85.584,-3839.90,-11.199,1.8848E-02,1,187.68,2.29E+04,373.53,9.00E+06,188
189,110.38,-10540.00,-12.262,1.4310E-17,6,227.15,7.82E-02,605,3.68E+06,189
190,136.66,-7201.50,-18.934,2.2255E-02,1,177.95,7.73E+00,471.85,4.54E+06,190
191,122.92,-16258.00,-13.113,2.0609E-18,6,407.95,7.03E+01,805,5.65E+06,191
192,109.53,-10410.00,-12.289,3.1990E-06,2,288.15,5.86E+01,662,4.81E+06,192
193,39.205,-1324.40,-3.4366,3.1019E-05,2,90.69,1.17E+04,190.56,4.59E+06,193
194,82.718,-6904.50,-8.8622,7.4664E-06,2,175.47,1.11E-01,512.5,8.15E+06,194
195,79.128,-9523.90,-7.7355,3.1616E-18,6,301.15,2.86E+01,718,5.00E+06,195
196,61.267,-5618.60,-5.6473,2.1080E-17,6,175.15,1.02E+00,506.55,4.70E+06,196
197,50.242,-3811.90,-4.2526,6.5326E-17,6,170.45,4.15E+02,402.4,5.62E+06,197
198,107.69,-7027.20,-13.916,1.5185E-02,1,196.32,4.07E+00,536,4.28E+06,198
199,75.206,-5082.80,-8.0919,8.1130E-06,2,179.69,1.77E+02,430.05,7.41E+06,199
200,84.828,-9334.70,-8.7063,6.1723E-18,6,260.75,1.81E+00,693,3.59E+06,200
201,66.575,-5213.40,-6.7693,4.8106E-06,2,159.53,7.28E-01,490,3.83E+06,201
202,71.308,-4976.00,-7.7169,8.7271E-06,2,113.25,1.21E-04,460.4,3.37E+06,202
203,85.383,-9575.40,-8.6164,5.6124E-18,6,193,6.94E-05,643,3.89E+06,203
204,121.85,-10976.00,-13.869,1.4283E-17,6,155.95,8.67E-09,577.2,3.92E+06,204
